year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
2000,part-time,services,transport and storage,air transport and supporting services,24.6,23.5,1.1
2000,full-time,services,transport and storage,other transport and storage services,48.2,43.5,4.7
2000,part-time,services,transport and storage,other transport and storage services,25.2,24.7,0.5
2000,full-time,services,hotels and restaurants,hotels,46,44,2.1
2000,part-time,services,hotels and restaurants,hotels,28,24.1,3.9
2000,full-time,services,hotels and restaurants,restaurants,45.5,44.5,1
2000,part-time,services,hotels and restaurants,restaurants,22.5,22.1,0.4
2000,full-time,services,information and communications,broadcasting and publishing,42.9,42.1,0.8
2000,part-time,services,information and communications,broadcasting and publishing,21.3,20.8,0.5
2000,full-time,services,information and communications,telecommunications,43.7,42.5,1.3
2000,part-time,services,information and communications,telecommunications,22.3,22.2,-
2000,full-time,services,information and communications,it and other information services,41.9,41.6,0.3
2000,part-time,services,information and communications,it and other information services,19.2,18.9,0.3
2000,full-time,services,financial services,financial institutions,43.7,42.7,1
2000,part-time,services,financial services,financial institutions,22.9,22.2,0.7
2000,full-time,services,financial services,insurance,41,40,1
2000,part-time,services,financial services,insurance,21.1,20.6,0.5
2000,full-time,services,real estate and leasing services,real estate and leasing services,45.7,43.5,2.2
2000,part-time,services,real estate and leasing services,real estate and leasing services,23.7,23.4,0.3
2000,full-time,services,professional services,"legal, accounting and management services",42.5,41.5,1.1
2000,part-time,services,professional services,"legal, accounting and management services",19.9,19.7,0.2
2000,full-time,services,professional services,architectural and engineering services,46.8,42.5,4.3
2000,part-time,services,professional services,architectural and engineering services,22.1,21.9,0.2
2000,full-time,services,professional services,other professional services,43.5,42.3,1.2
2000,part-time,services,professional services,other professional services,17.5,17.4,0.1
2000,full-time,services,administrative and support services,administrative and support services,51.9,45,6.9
2000,part-time,services,administrative and support services,administrative and support services,20.7,20.5,0.2
2000,full-time,services,"community, social and personal services",education,38.9,38.4,0.5
2000,part-time,services,"community, social and personal services",education,17.8,17.8,-
2000,full-time,services,"community, social and personal services","health, social and community services",42.8,42.2,0.6
2000,part-time,services,"community, social and personal services","health, social and community services",22.1,21.9,0.3
2000,full-time,services,"community, social and personal services","other community, social and personal services",44.8,43.1,1.7
2000,part-time,services,"community, social and personal services","other community, social and personal services",20.2,19.9,0.3
2000,full-time,others,others,others,47.4,43.5,3.9
2000,part-time,others,others,others,29.9,29.9,-
2001,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.8,43.6,4.2
2001,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",25,23.8,1.1
2001,full-time,manufacturing,paper products and printing,paper products and printing,49.3,43.3,6
2001,part-time,manufacturing,paper products and printing,paper products and printing,22.6,21.9,0.8
2001,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.1,42.1,3
2001,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.6,21.8,0.8
2001,full-time,manufacturing,rubber and plastic products,rubber and plastic products,48.9,43.5,5.4
2001,part-time,manufacturing,rubber and plastic products,rubber and plastic products,22.9,22.3,0.6
2001,full-time,manufacturing,fabricated metal products,fabricated metal products,50.4,43.8,6.6
2001,part-time,manufacturing,fabricated metal products,fabricated metal products,22.5,20.7,1.8
2001,full-time,manufacturing,machinery and equipment,machinery and equipment,49.9,43.4,6.5
2001,part-time,manufacturing,machinery and equipment,machinery and equipment,20.6,20.6,0.1
2001,full-time,manufacturing,electrical products,electrical products,47.6,43.1,4.5
2001,part-time,manufacturing,electrical products,electrical products,20.1,19.9,0.2
2001,full-time,manufacturing,electronic products,electronic products,45.9,42.2,3.7
2001,part-time,manufacturing,electronic products,electronic products,21,20.7,0.3
2001,full-time,manufacturing,medical and precision instruments,medical and precision instruments,47.4,42.9,4.5
2001,part-time,manufacturing,medical and precision instruments,medical and precision instruments,24.9,21.7,3.2
2001,full-time,manufacturing,transport equipment,transport equipment,54.4,44.1,10.3
2001,part-time,manufacturing,transport equipment,transport equipment,22.7,22.1,0.6
2001,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.8,43.8,6
2001,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.3,21.3,-
2001,full-time,construction,construction,construction,51.1,44.8,6.3
2001,part-time,construction,construction,construction,19.2,18.9,0.2
2001,full-time,services,wholesale and retail trade,wholesale trade,43.7,42,1.7
2001,part-time,services,wholesale and retail trade,wholesale trade,23.8,23.5,0.4
2001,full-time,services,wholesale and retail trade,retail trade,46,43.8,2.1
2001,part-time,services,wholesale and retail trade,retail trade,24.3,23.9,0.4
2001,full-time,services,transport and storage,land transport and supporting services,49.9,43.2,6.6
2001,part-time,services,transport and storage,land transport and supporting services,21.7,21.6,0.1
2001,full-time,services,transport and storage,water transport and supporting services,45.5,43.7,1.9
2001,part-time,services,transport and storage,water transport and supporting services,24.4,23.8,0.6
2001,full-time,services,transport and storage,air transport and supporting services,43.7,42.5,1.2
2001,part-time,services,transport and storage,air transport and supporting services,23.7,23.1,0.7
2001,full-time,services,transport and storage,other transport and storage services,47.7,43.6,4.1
2001,part-time,services,transport and storage,other transport and storage services,26.7,26.2,0.5
2001,full-time,services,hotels and restaurants,hotels,45.7,43.9,1.8
2001,part-time,services,hotels and restaurants,hotels,25.4,22,3.5
2001,full-time,services,hotels and restaurants,restaurants,45.6,44.6,0.9
2001,part-time,services,hotels and restaurants,restaurants,20.6,20.3,0.4
2001,full-time,services,information and communications,broadcasting and publishing,42.6,41.9,0.7
2001,part-time,services,information and communications,broadcasting and publishing,22.6,22.1,0.4
2001,full-time,services,information and communications,telecommunications,43.6,42.6,1
2001,part-time,services,information and communications,telecommunications,24.5,24.5,0.1
2001,full-time,services,information and communications,it and other information services,41.8,41.6,0.1
2001,part-time,services,information and communications,it and other information services,19.9,19.9,-
2001,full-time,services,financial services,financial institutions,43.6,42.7,0.9
2001,part-time,services,financial services,financial institutions,22.3,21.8,0.5
2001,full-time,services,financial services,insurance,40.8,39.9,0.9
2001,part-time,services,financial services,insurance,20.4,20.1,0.3
2001,full-time,services,real estate and leasing services,real estate and leasing services,45.4,43.6,1.8
2001,part-time,services,real estate and leasing services,real estate and leasing services,22.7,22.6,0.1
2001,full-time,services,professional services,"legal, accounting and management services",41.9,41.1,0.8
2001,part-time,services,professional services,"legal, accounting and management services",21.7,21.4,0.2
2001,full-time,services,professional services,architectural and engineering services,46.6,42.5,4.1
2001,part-time,services,professional services,architectural and engineering services,22.7,22.2,0.5
2001,full-time,services,professional services,other professional services,42.9,42.3,0.7
2001,part-time,services,professional services,other professional services,14.9,14.9,-
2001,full-time,services,administrative and support services,administrative and support services,51.8,46,5.8
2001,part-time,services,administrative and support services,administrative and support services,23.4,22.3,1.1
2001,full-time,services,"community, social and personal services",education,39,38.3,0.7
2001,part-time,services,"community, social and personal services",education,17.4,17.3,-
2001,full-time,services,"community, social and personal services","health, social and community services",42.7,42.2,0.5
2001,part-time,services,"community, social and personal services","health, social and community services",21.4,21,0.4
2001,full-time,services,"community, social and personal services","other community, social and personal services",44.9,43.3,1.6
2001,part-time,services,"community, social and personal services","other community, social and personal services",20.5,20.5,-
2001,full-time,others,others,others,48.1,43.6,4.5
2001,part-time,others,others,others,29.7,29.6,0.1
2002,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48,43.7,4.3
2002,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",24.6,23.7,1
2002,full-time,manufacturing,paper products and printing,paper products and printing,49.9,43.5,6.4
2002,part-time,manufacturing,paper products and printing,paper products and printing,20.2,19.8,0.4
2002,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.9,41.8,3.2
2002,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.1,22,-
2002,full-time,manufacturing,rubber and plastic products,rubber and plastic products,49.3,43,6.3
2002,part-time,manufacturing,rubber and plastic products,rubber and plastic products,23.5,22.7,0.8
2002,full-time,manufacturing,fabricated metal products,fabricated metal products,51.2,43.6,7.6
2002,part-time,manufacturing,fabricated metal products,fabricated metal products,22,19.7,2.2
2002,full-time,manufacturing,machinery and equipment,machinery and equipment,50.4,43.5,6.8
2002,part-time,manufacturing,machinery and equipment,machinery and equipment,18.7,18.7,-
2002,full-time,manufacturing,electrical products,electrical products,48.3,42.8,5.4
2002,part-time,manufacturing,electrical products,electrical products,22.5,22.1,0.4
2002,full-time,manufacturing,electronic products,electronic products,46.8,42,4.8
2002,part-time,manufacturing,electronic products,electronic products,22.9,21.8,1.1
2002,full-time,manufacturing,medical and precision instruments,medical and precision instruments,47.8,42.9,4.9
2002,part-time,manufacturing,medical and precision instruments,medical and precision instruments,25.3,22.2,3.1
2002,full-time,manufacturing,transport equipment,transport equipment,53.1,44.2,8.9
2002,part-time,manufacturing,transport equipment,transport equipment,22.2,22.1,0.1
2002,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.6,43.6,6
2002,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.4,20.1,0.2
2002,full-time,construction,construction,construction,50.9,44.8,6.1
2002,part-time,construction,construction,construction,18.8,18.8,-
2002,full-time,services,wholesale and retail trade,wholesale trade,43.5,41.7,1.9
2002,part-time,services,wholesale and retail trade,wholesale trade,23.6,23.4,0.2
2002,full-time,services,wholesale and retail trade,retail trade,45.9,43.9,2
2002,part-time,services,wholesale and retail trade,retail trade,25,24.7,0.3
2002,full-time,services,transport and storage,land transport and supporting services,49.8,43.3,6.6
2002,part-time,services,transport and storage,land transport and supporting services,22.9,22.7,0.2
2002,full-time,services,transport and storage,water transport and supporting services,45.1,43.4,1.7
2002,part-time,services,transport and storage,water transport and supporting services,22.4,22.2,0.2
2002,full-time,services,transport and storage,air transport and supporting services,43,42.5,0.5
2002,part-time,services,transport and storage,air transport and supporting services,23.8,23.6,0.2
2002,full-time,services,transport and storage,other transport and storage services,47.5,43.6,3.9
2002,part-time,services,transport and storage,other transport and storage services,33.1,32.8,0.3
2002,full-time,services,hotels and restaurants,hotels,45.1,43.9,1.1
2002,part-time,services,hotels and restaurants,hotels,25.6,21.9,3.6
2002,full-time,services,hotels and restaurants,restaurants,45.9,44.9,1.1
2002,part-time,services,hotels and restaurants,restaurants,21.2,20.9,0.3
2002,full-time,services,information and communications,broadcasting and publishing,42.4,41.9,0.6
2002,part-time,services,information and communications,broadcasting and publishing,21.7,20.8,0.9
2002,full-time,services,information and communications,telecommunications,43.7,43,0.7
2002,part-time,services,information and communications,telecommunications,24.1,24.1,-
2002,full-time,services,information and communications,it and other information services,41.6,41.5,0.1
2002,part-time,services,information and communications,it and other information services,23.8,22.8,1
2002,full-time,services,financial services,financial institutions,43.1,42.4,0.7
2002,part-time,services,financial services,financial institutions,21.5,21.4,0.2
2002,full-time,services,financial services,insurance,40.2,39.4,0.8
2002,part-time,services,financial services,insurance,21.1,20.2,0.9
2002,full-time,services,real estate and leasing services,real estate and leasing services,45.1,43.3,1.8
2002,part-time,services,real estate and leasing services,real estate and leasing services,23.9,23.6,0.3
2002,full-time,services,professional services,"legal, accounting and management services",41.6,40.9,0.7
2002,part-time,services,professional services,"legal, accounting and management services",21.3,21.1,0.2
2002,full-time,services,professional services,architectural and engineering services,46.6,42.4,4.2
2002,part-time,services,professional services,architectural and engineering services,21.6,21,0.6
2002,full-time,services,professional services,other professional services,42.4,41.8,0.6
2002,part-time,services,professional services,other professional services,18.6,18.3,0.3
2002,full-time,services,administrative and support services,administrative and support services,51,45,6
2002,part-time,services,administrative and support services,administrative and support services,25.4,24.6,0.8
2002,full-time,services,"community, social and personal services",education,38.9,38.5,0.4
2002,part-time,services,"community, social and personal services",education,14.8,14.7,0.1
2002,full-time,services,"community, social and personal services","health, social and community services",42.8,42.3,0.5
2002,part-time,services,"community, social and personal services","health, social and community services",22.7,22.3,0.4
2002,full-time,services,"community, social and personal services","other community, social and personal services",44.9,43.3,1.6
2002,part-time,services,"community, social and personal services","other community, social and personal services",18.9,18.7,0.2
2002,full-time,others,others,others,46.9,43.4,3.5
2002,part-time,others,others,others,29.6,29.4,0.1
2003,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48.2,43.8,4.4
2003,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",25.7,24.9,0.9
2003,full-time,manufacturing,paper products and printing,paper products and printing,50.8,43.6,7.2
2003,part-time,manufacturing,paper products and printing,paper products and printing,21.1,20.1,1.1
2003,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45,41.8,3.2
2003,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.3,22.2,0.1
2003,full-time,manufacturing,rubber and plastic products,rubber and plastic products,50.2,43.5,6.7
2003,part-time,manufacturing,rubber and plastic products,rubber and plastic products,22.4,21.5,1
2003,full-time,manufacturing,fabricated metal products,fabricated metal products,51.8,43.8,8
2003,part-time,manufacturing,fabricated metal products,fabricated metal products,23,20.7,2.3
2003,full-time,manufacturing,machinery and equipment,machinery and equipment,50.7,43.6,7.2
2003,part-time,manufacturing,machinery and equipment,machinery and equipment,19.4,19.4,-
2003,full-time,manufacturing,electrical products,electrical products,48.3,43,5.3
2003,part-time,manufacturing,electrical products,electrical products,26.6,26.5,0.1
2003,full-time,manufacturing,electronic products,electronic products,46.9,42,4.9
2003,part-time,manufacturing,electronic products,electronic products,22.3,21.7,0.5
2003,full-time,manufacturing,medical and precision instruments,medical and precision instruments,48.7,43,5.7
2003,part-time,manufacturing,medical and precision instruments,medical and precision instruments,24.3,22.5,1.7
2003,full-time,manufacturing,transport equipment,transport equipment,52.6,44.2,8.4
2003,part-time,manufacturing,transport equipment,transport equipment,21.9,21.8,-
2003,full-time,manufacturing,other manufacturing industries,other manufacturing industries,49.6,43.6,6
2003,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.9,21.7,0.2
2003,full-time,construction,construction,construction,51.3,44.8,6.5
2003,part-time,construction,construction,construction,20.4,20.3,0.1
2003,full-time,services,wholesale and retail trade,wholesale trade,43.6,41.7,1.9
2003,part-time,services,wholesale and retail trade,wholesale trade,24.6,24.3,0.3
2003,full-time,services,wholesale and retail trade,retail trade,46,43.9,2
2003,part-time,services,wholesale and retail trade,retail trade,24.4,24.2,0.2
2003,full-time,services,transport and storage,land transport and supporting services,48.9,43.3,5.6
2003,part-time,services,transport and storage,land transport and supporting services,22.5,22,0.5
2003,full-time,services,transport and storage,water transport and supporting services,45.2,43.4,1.8
2003,part-time,services,transport and storage,water transport and supporting services,22.5,22,0.5
2003,full-time,services,transport and storage,air transport and supporting services,43.3,42.5,0.7
2003,part-time,services,transport and storage,air transport and supporting services,22.3,22.2,0.1
2003,full-time,services,transport and storage,other transport and storage services,47.5,43.7,3.9
2003,part-time,services,transport and storage,other transport and storage services,29.1,28.7,0.4
2003,full-time,services,hotels and restaurants,hotels,45.2,44.2,1
2003,part-time,services,hotels and restaurants,hotels,23.2,21.5,1.6
2003,full-time,services,hotels and restaurants,restaurants,45.8,45,0.7
2003,part-time,services,hotels and restaurants,restaurants,20.5,20.3,0.2
2003,full-time,services,information and communications,broadcasting and publishing,42.3,41.8,0.5
2003,part-time,services,information and communications,broadcasting and publishing,20.5,19.2,1.3
2003,full-time,services,information and communications,telecommunications,43.2,42.6,0.7
2003,part-time,services,information and communications,telecommunications,23.5,23.1,0.4
2003,full-time,services,information and communications,it and other information services,41.7,41.5,0.2
2003,part-time,services,information and communications,it and other information services,26.6,24.4,2.1
2003,full-time,services,financial services,financial institutions,43.2,42.6,0.6
2003,part-time,services,financial services,financial institutions,21.3,21,0.3
2003,full-time,services,financial services,insurance,40,39.5,0.5
2003,part-time,services,financial services,insurance,21.6,20.8,0.8
2003,full-time,services,real estate and leasing services,real estate and leasing services,45.6,43.7,1.9
2003,part-time,services,real estate and leasing services,real estate and leasing services,24.6,24.2,0.3
2003,full-time,services,professional services,"legal, accounting and management services",42.3,41.3,0.9
2003,part-time,services,professional services,"legal, accounting and management services",21.2,20.9,0.3
2003,full-time,services,professional services,architectural and engineering services,46.3,42.3,4
2003,part-time,services,professional services,architectural and engineering services,24.9,23.5,1.5
2003,full-time,services,professional services,other professional services,42.3,41.9,0.4
2003,part-time,services,professional services,other professional services,20.3,20.3,-
2003,full-time,services,administrative and support services,administrative and support services,50.7,44.7,6
2003,part-time,services,administrative and support services,administrative and support services,26.9,25.6,1.3
2003,full-time,services,"community, social and personal services",education,39.2,38.8,0.4
2003,part-time,services,"community, social and personal services",education,16.6,16.6,-
2003,full-time,services,"community, social and personal services","health, social and community services",42.8,42.2,0.6
2003,part-time,services,"community, social and personal services","health, social and community services",22.3,22.1,0.2
2003,full-time,services,"community, social and personal services","other community, social and personal services",44.7,43.4,1.3
2003,part-time,services,"community, social and personal services","other community, social and personal services",19.8,19.7,0.2
2003,full-time,others,others,others,46.4,43.4,3.1
2003,part-time,others,others,others,29.9,29.7,0.2
2004,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.9,44,3.9
2004,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",26.6,24.8,1.8
2004,full-time,manufacturing,paper products and printing,paper products and printing,51.2,43.6,7.5
2004,part-time,manufacturing,paper products and printing,paper products and printing,24.8,23.3,1.5
2004,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.5,42.3,3.2
2004,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.3,21.7,0.6
2004,full-time,manufacturing,rubber and plastic products,rubber and plastic products,50.9,43.7,7.2
2004,part-time,manufacturing,rubber and plastic products,rubber and plastic products,18.6,18.3,0.3
2004,full-time,manufacturing,fabricated metal products,fabricated metal products,52,43.7,8.3
2004,part-time,manufacturing,fabricated metal products,fabricated metal products,24.3,22.3,2
2004,full-time,manufacturing,machinery and equipment,machinery and equipment,51.8,43.5,8.2
2004,part-time,manufacturing,machinery and equipment,machinery and equipment,19.6,19.4,0.2
2004,full-time,manufacturing,electrical products,electrical products,49.7,42.9,6.8
2004,part-time,manufacturing,electrical products,electrical products,22.7,22.6,0.1
2004,full-time,manufacturing,electronic products,electronic products,47.7,42.2,5.6
2004,part-time,manufacturing,electronic products,electronic products,22.4,21.8,0.7
2004,full-time,manufacturing,medical and precision instruments,medical and precision instruments,49.3,42.9,6.3
2004,part-time,manufacturing,medical and precision instruments,medical and precision instruments,23.5,21,2.5
2004,full-time,manufacturing,transport equipment,transport equipment,53.2,44.1,9.1
2004,part-time,manufacturing,transport equipment,transport equipment,21.2,21.2,-
2004,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50.4,43.8,6.6
2004,part-time,manufacturing,other manufacturing industries,other manufacturing industries,19,18.7,0.3
2004,full-time,construction,construction,construction,51.9,44.9,7
2004,part-time,construction,construction,construction,20.5,20.5,-
2004,full-time,services,wholesale and retail trade,wholesale trade,43.8,41.9,1.9
2004,part-time,services,wholesale and retail trade,wholesale trade,24.4,24.1,0.4
2004,full-time,services,wholesale and retail trade,retail trade,46,44,2
2004,part-time,services,wholesale and retail trade,retail trade,26.2,25.9,0.4
2004,full-time,services,transport and storage,land transport and supporting services,47.7,43.4,4.4
2004,part-time,services,transport and storage,land transport and supporting services,26.7,26.3,0.4
2004,full-time,services,transport and storage,water transport and supporting services,45.5,43.4,2.1
2004,part-time,services,transport and storage,water transport and supporting services,17.8,17.7,0.1
2004,full-time,services,transport and storage,air transport and supporting services,43.8,42.7,1.1
2004,part-time,services,transport and storage,air transport and supporting services,22,21.8,0.1
2004,full-time,services,transport and storage,other transport and storage services,47.8,43.7,4.1
2004,part-time,services,transport and storage,other transport and storage services,30.1,29.8,0.3
2004,full-time,services,hotels and restaurants,hotels,45.5,44.2,1.3
2004,part-time,services,hotels and restaurants,hotels,24.6,23.3,1.3
2004,full-time,services,hotels and restaurants,restaurants,46.1,45,1
2004,part-time,services,hotels and restaurants,restaurants,20.6,20.1,0.4
2004,full-time,services,information and communications,broadcasting and publishing,42.3,41.8,0.5
2004,part-time,services,information and communications,broadcasting and publishing,21.6,20.5,1.1
2004,full-time,services,information and communications,telecommunications,42.9,42.2,0.7
2004,part-time,services,information and communications,telecommunications,22.3,22.1,0.1
2004,full-time,services,information and communications,it and other information services,41.7,41.4,0.3
2004,part-time,services,information and communications,it and other information services,23.4,22.5,1
2004,full-time,services,financial services,financial institutions,43.6,42.5,1.1
2004,part-time,services,financial services,financial institutions,21.5,21.2,0.4
2004,full-time,services,financial services,insurance,40,39.6,0.5
2004,part-time,services,financial services,insurance,19.7,19.6,0.1
2004,full-time,services,real estate and leasing services,real estate and leasing services,45.4,43.7,1.7
2004,part-time,services,real estate and leasing services,real estate and leasing services,22,21.7,0.3
2004,full-time,services,professional services,"legal, accounting and management services",42.1,41.4,0.7
2004,part-time,services,professional services,"legal, accounting and management services",23.6,23.5,0.1
2004,full-time,services,professional services,architectural and engineering services,47.1,42.5,4.6
2004,part-time,services,professional services,architectural and engineering services,20.7,19.4,1.3
2004,full-time,services,professional services,other professional services,42.9,42.1,0.8
2004,part-time,services,professional services,other professional services,20.8,20.7,0.1
2004,full-time,services,administrative and support services,administrative and support services,51.3,44.9,6.4
2004,part-time,services,administrative and support services,administrative and support services,28.7,28.4,0.3
2004,full-time,services,"community, social and personal services",education,39,38.7,0.3
2004,part-time,services,"community, social and personal services",education,18.7,18.7,-
2004,full-time,services,"community, social and personal services","health, social and community services",42.7,42.2,0.5
2004,part-time,services,"community, social and personal services","health, social and community services",22.4,22.2,0.3
2004,full-time,services,"community, social and personal services","other community, social and personal services",44.8,43.5,1.3
2004,part-time,services,"community, social and personal services","other community, social and personal services",21.5,21.2,0.3
2004,full-time,others,others,others,47.1,43.6,3.5
2004,part-time,others,others,others,29.6,29.5,0.1
2005,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48,44.1,3.9
2005,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",24.9,23.2,1.7
2005,full-time,manufacturing,paper products and printing,paper products and printing,51.5,43.7,7.8
2005,part-time,manufacturing,paper products and printing,paper products and printing,24.9,21.9,3
2005,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.3,42.1,3.1
2005,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",22.9,21.7,1.1
2005,full-time,manufacturing,rubber and plastic products,rubber and plastic products,50.9,43.8,7.1
2005,part-time,manufacturing,rubber and plastic products,rubber and plastic products,22.9,21.8,1.1
2005,full-time,manufacturing,fabricated metal products,fabricated metal products,52.7,43.8,8.9
2005,part-time,manufacturing,fabricated metal products,fabricated metal products,21.3,20.3,1
2005,full-time,manufacturing,machinery and equipment,machinery and equipment,52.2,43.6,8.6
2005,part-time,manufacturing,machinery and equipment,machinery and equipment,19.1,18.6,0.5
2005,full-time,manufacturing,electrical products,electrical products,49.8,42.8,7
2005,part-time,manufacturing,electrical products,electrical products,21.6,21.5,0.1
2005,full-time,manufacturing,electronic products,electronic products,48.1,42.4,5.7
2005,part-time,manufacturing,electronic products,electronic products,22.5,21.7,0.8
2005,full-time,manufacturing,medical and precision instruments,medical and precision instruments,48.9,42.8,6.1
2005,part-time,manufacturing,medical and precision instruments,medical and precision instruments,24.8,21.6,3.2
2005,full-time,manufacturing,transport equipment,transport equipment,53.9,44.1,9.8
2005,part-time,manufacturing,transport equipment,transport equipment,19.2,19,0.2
2005,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50.6,43.8,6.8
2005,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.5,20.2,0.3
2005,full-time,construction,construction,construction,52.1,44.9,7.2
2005,part-time,construction,construction,construction,19.8,19.7,-
2005,full-time,services,wholesale and retail trade,wholesale trade,43.9,42,1.9
2005,part-time,services,wholesale and retail trade,wholesale trade,23.9,23,0.9
2005,full-time,services,wholesale and retail trade,retail trade,46.3,44.3,2.1
2005,part-time,services,wholesale and retail trade,retail trade,26.5,26.2,0.3
2005,full-time,services,transport and storage,land transport and supporting services,47.5,43.3,4.2
2005,part-time,services,transport and storage,land transport and supporting services,28.1,27.3,0.7
2005,full-time,services,transport and storage,water transport and supporting services,45.7,43.6,2.1
2005,part-time,services,transport and storage,water transport and supporting services,13.9,13.8,-
2005,full-time,services,transport and storage,air transport and supporting services,43.7,42.3,1.5
2005,part-time,services,transport and storage,air transport and supporting services,19.9,19.8,0.1
2005,full-time,services,transport and storage,other transport and storage services,48.2,43.7,4.5
2005,part-time,services,transport and storage,other transport and storage services,27.9,27.1,0.8
2005,full-time,services,hotels and restaurants,hotels,45.5,44.2,1.4
2005,part-time,services,hotels and restaurants,hotels,25.1,23.4,1.6
2005,full-time,services,hotels and restaurants,restaurants,46.2,45.2,1
2005,part-time,services,hotels and restaurants,restaurants,21,20.8,0.2
2005,full-time,services,information and communications,broadcasting and publishing,42.5,42,0.5
2005,part-time,services,information and communications,broadcasting and publishing,19.4,15.8,3.6
2005,full-time,services,information and communications,telecommunications,43.3,42.2,1.1
2005,part-time,services,information and communications,telecommunications,23,21.7,1.3
2005,full-time,services,information and communications,it and other information services,41.8,41.5,0.2
2005,part-time,services,information and communications,it and other information services,26.3,26.3,-
2005,full-time,services,financial services,financial institutions,43.5,42.6,1
2005,part-time,services,financial services,financial institutions,21.7,21.3,0.4
2005,full-time,services,financial services,insurance,40.1,39.6,0.5
2005,part-time,services,financial services,insurance,21.4,21,0.3
2005,full-time,services,real estate and leasing services,real estate and leasing services,45.8,43.8,2
2005,part-time,services,real estate and leasing services,real estate and leasing services,22,21.7,0.2
2005,full-time,services,professional services,"legal, accounting and management services",42.1,41.3,0.7
2005,part-time,services,professional services,"legal, accounting and management services",20.7,20.5,0.1
2005,full-time,services,professional services,architectural and engineering services,47.9,42.6,5.3
2005,part-time,services,professional services,architectural and engineering services,22.7,20.8,1.9
2005,full-time,services,professional services,other professional services,42.6,41.9,0.7
2005,part-time,services,professional services,other professional services,20.9,20.8,0.1
2005,full-time,services,administrative and support services,administrative and support services,51.6,45.5,6.1
2005,part-time,services,administrative and support services,administrative and support services,26.4,26.2,0.2
2005,full-time,services,"community, social and personal services",education,40.8,40.3,0.4
2005,part-time,services,"community, social and personal services",education,14.4,14.4,-
2005,full-time,services,"community, social and personal services","health, social and community services",43,42.3,0.6
2005,part-time,services,"community, social and personal services","health, social and community services",23.6,23,0.6
2005,full-time,services,"community, social and personal services","other community, social and personal services",44.7,43.5,1.2
2005,part-time,services,"community, social and personal services","other community, social and personal services",20.8,19.9,0.9
2005,full-time,others,others,others,47.6,43.6,4
2005,part-time,others,others,others,24.4,24.4,0.1
2006,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.9,44.2,3.8
2006,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",24.5,24.1,0.5
2006,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",51.2,43.7,7.5
2006,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",25,22.1,2.9
2006,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.4,42.2,3.2
2006,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",23.9,23.7,0.2
2006,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",52.7,43.7,9
2006,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",22,21.8,0.2
2006,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",48.1,42.4,5.7
