year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
2014,full-time,services,"community, social and personal services","other community, social and personal services",45,43.2,1.7
2014,part-time,services,"community, social and personal services","other community, social and personal services",24.5,23.5,1
2014,full-time,others,others,others,45.9,43,3
2014,part-time,others,others,others,23.4,23.4,0.1
2015,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.7,43.6,4.2
2015,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",28.6,28,0.6
2015,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",48.7,43.4,5.4
2015,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",23.9,22.4,1.4
2015,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.5,41.8,2.6
2015,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",20.3,20.3,-
2015,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",51.2,43.6,7.6
2015,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",21.6,21,0.6
2015,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.4,42.1,4.3
2015,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",24.5,23.4,1
2015,full-time,manufacturing,transport equipment,transport equipment,53,43.8,9.2
2015,part-time,manufacturing,transport equipment,transport equipment,20.9,20.8,0.1
2015,full-time,manufacturing,other manufacturing industries,other manufacturing industries,48.6,42.7,6
2015,part-time,manufacturing,other manufacturing industries,other manufacturing industries,22.7,22.5,0.2
2015,full-time,construction,construction,construction,52.2,44.6,7.6
2015,part-time,construction,construction,construction,21,20.9,0.1
2015,full-time,services,wholesale and retail trade,wholesale trade,43.8,42,1.8
2015,part-time,services,wholesale and retail trade,wholesale trade,24.5,24.1,0.4
2015,full-time,services,wholesale and retail trade,retail trade,45.9,43.8,2.1
2015,part-time,services,wholesale and retail trade,retail trade,24.9,24.4,0.5
2015,full-time,services,transportation and storage,land transport and supporting services,46.7,43.3,3.4
2015,part-time,services,transportation and storage,land transport and supporting services,20.2,20.1,0.1
2015,full-time,services,transportation and storage,water transport and supporting services,44.4,42.7,1.8
2015,part-time,services,transportation and storage,water transport and supporting services,23.6,23.6,-
2015,full-time,services,transportation and storage,air transport and supporting services,45.4,43.2,2.1
2015,part-time,services,transportation and storage,air transport and supporting services,19.5,19.4,-
2015,full-time,services,transportation and storage,other transport and storage services,47.7,43.7,4.1
2015,part-time,services,transportation and storage,other transport and storage services,29.1,27.3,1.7
2015,full-time,services,accommodation and food services,accommodation,46.6,44,2.7
2015,part-time,services,accommodation and food services,accommodation,26.9,26.6,0.3
2015,full-time,services,accommodation and food services,food and beverage services,46.5,44.4,2.1
2015,part-time,services,accommodation and food services,food and beverage services,25.3,25,0.3
2015,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.5,41.9,0.6
2015,part-time,services,information and communications,"telecommunications, broadcasting and publishing",25.8,24.8,1
2015,full-time,services,information and communications,it and other information services,41.3,41.1,0.2
2015,part-time,services,information and communications,it and other information services,28.8,26,2.8
2015,full-time,services,financial and insurance services,financial services,41.4,41.1,0.2
2015,part-time,services,financial and insurance services,financial services,23.9,23.8,0.1
2015,full-time,services,financial and insurance services,insurance services,40.3,40.1,0.2
2015,part-time,services,financial and insurance services,insurance services,22.7,22.4,0.3
2015,full-time,services,real estate services,real estate services,45.7,43.3,2.4
2015,part-time,services,real estate services,real estate services,25.3,24.9,0.3
2015,full-time,services,professional services,"legal, accounting and management services",41.5,40.9,0.5
2015,part-time,services,professional services,"legal, accounting and management services",21.6,21.4,0.2
2015,full-time,services,professional services,architectural and engineering services,45.7,42.8,2.9
2015,part-time,services,professional services,architectural and engineering services,22.6,22.5,0.1
2015,full-time,services,professional services,other professional services,42.3,41.5,0.8
2015,part-time,services,professional services,other professional services,20.7,20.5,0.2
2015,full-time,services,administrative and support services,security and investigation,55.8,44.6,11.2
2015,part-time,services,administrative and support services,security and investigation,30.6,29.3,1.3
2015,full-time,services,administrative and support services,cleaning and landscaping,45.9,43.9,2
2015,part-time,services,administrative and support services,cleaning and landscaping,24.8,24.3,0.5
2015,full-time,services,administrative and support services,other adminstrative and support services,46,43.2,2.9
2015,part-time,services,administrative and support services,other adminstrative and support services,22.7,22.3,0.3
2015,full-time,services,"community, social and personal services",public administration and education,42.1,42,0.1
2015,part-time,services,"community, social and personal services",public administration and education,21.9,21.9,-
2015,full-time,services,"community, social and personal services",health and social services,42.7,42.2,0.5
2015,part-time,services,"community, social and personal services",health and social services,23.6,23.5,0.2
2015,full-time,services,"community, social and personal services","arts, entertainment and recreation",45.1,43.6,1.5
2015,part-time,services,"community, social and personal services","arts, entertainment and recreation",27.6,26.8,0.8
2015,full-time,services,"community, social and personal services","other community, social and personal services",44.6,42.9,1.6
2015,part-time,services,"community, social and personal services","other community, social and personal services",24.9,24.1,0.8
2015,full-time,others,others,others,46,43,3
2015,part-time,others,others,others,23.7,23.6,0.1
2016,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48,43.7,4.3
2016,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",28.7,28.1,0.5
2016,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",48.7,43.4,5.3
2016,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",21,20.1,0.9
2016,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45,42.2,2.8
2016,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",19.8,19.7,0.1
2016,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",50.6,43.6,7
2016,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",21.6,21.3,0.2
2016,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",47.1,42.4,4.7
2016,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",24.3,23.6,0.8
2016,full-time,manufacturing,transport equipment,transport equipment,51.5,43.7,7.8
2016,part-time,manufacturing,transport equipment,transport equipment,21.5,21.4,0.1
2016,full-time,manufacturing,other manufacturing industries,other manufacturing industries,48.8,42.7,6.1
2016,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.7,20.3,0.4
2016,full-time,construction,construction,construction,52.2,44.5,7.7
2016,part-time,construction,construction,construction,20.4,20.3,-
2016,full-time,services,wholesale and retail trade,wholesale trade,43.5,42,1.5
2016,part-time,services,wholesale and retail trade,wholesale trade,24.7,24.3,0.4
2016,full-time,services,wholesale and retail trade,retail trade,45.7,43.7,2
2016,part-time,services,wholesale and retail trade,retail trade,24.6,24.3,0.3
2016,full-time,services,transportation and storage,land transport and supporting services,46.8,43.5,3.3
2016,part-time,services,transportation and storage,land transport and supporting services,22.6,22.6,-
2016,full-time,services,transportation and storage,water transport and supporting services,44.7,42.7,2.1
2016,part-time,services,transportation and storage,water transport and supporting services,24.4,24.4,0.1
2016,full-time,services,transportation and storage,air transport and supporting services,45.9,43.3,2.6
2016,part-time,services,transportation and storage,air transport and supporting services,26.5,26.5,-
2016,full-time,services,transportation and storage,other transport and storage services,47.2,43.5,3.7
2016,part-time,services,transportation and storage,other transport and storage services,24.2,23.7,0.5
2016,full-time,services,accommodation and food services,accommodation,46.4,44,2.4
2016,part-time,services,accommodation and food services,accommodation,27.2,26.9,0.3
2016,full-time,services,accommodation and food services,food and beverage services,46.5,44.3,2.2
2016,part-time,services,accommodation and food services,food and beverage services,26.3,25.9,0.4
2016,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.4,41.9,0.5
2016,part-time,services,information and communications,"telecommunications, broadcasting and publishing",24.2,23.7,0.5
2016,full-time,services,information and communications,it and other information services,41.2,41,0.2
2016,part-time,services,information and communications,it and other information services,24.4,23.3,1.1
2016,full-time,services,financial and insurance services,financial services,41.4,41.2,0.2
2016,part-time,services,financial and insurance services,financial services,23.8,23.7,0.1
2016,full-time,services,financial and insurance services,insurance services,40.3,40.2,0.2
2016,part-time,services,financial and insurance services,insurance services,22.1,22,0.1
2016,full-time,services,real estate services,real estate services,45.8,43.3,2.5
2016,part-time,services,real estate services,real estate services,25.5,25.3,0.2
2016,full-time,services,professional services,"legal, accounting and management services",41.6,41,0.6
2016,part-time,services,professional services,"legal, accounting and management services",22.4,22.3,0.1
2016,full-time,services,professional services,architectural and engineering services,46.7,43,3.6
2016,part-time,services,professional services,architectural and engineering services,21.3,21.1,0.2
2016,full-time,services,professional services,other professional services,42.1,41.5,0.6
2016,part-time,services,professional services,other professional services,23.2,22.9,0.3
2016,full-time,services,administrative and support services,security and investigation,54.9,44.2,10.6
2016,part-time,services,administrative and support services,security and investigation,32.5,30.2,2.2
2016,full-time,services,administrative and support services,cleaning and landscaping,46.1,43.9,2.2
2016,part-time,services,administrative and support services,cleaning and landscaping,26.7,26.4,0.3
2016,full-time,services,administrative and support services,other adminstrative and support services,46,42.9,3.1
2016,part-time,services,administrative and support services,other adminstrative and support services,19.2,19.1,0.1
2016,full-time,services,"community, social and personal services",public administration and education,42.2,42.1,0.1
2016,part-time,services,"community, social and personal services",public administration and education,23.3,23.3,-
2016,full-time,services,"community, social and personal services",health and social services,42.8,42.3,0.4
2016,part-time,services,"community, social and personal services",health and social services,24.5,24.3,0.2
2016,full-time,services,"community, social and personal services","arts, entertainment and recreation",45,43.6,1.4
2016,part-time,services,"community, social and personal services","arts, entertainment and recreation",29.4,26.6,2.8
2016,full-time,services,"community, social and personal services","other community, social and personal services",44.1,43.1,1
2016,part-time,services,"community, social and personal services","other community, social and personal services",24.1,23.6,0.5
2016,full-time,others,others,others,46.1,42.9,3.2
2016,part-time,others,others,others,24.5,24.4,-
2017,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.9,43.7,4.2
2017,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",27.7,27.5,0.3
2017,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",48.8,43.4,5.3
2017,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",23.4,21.7,1.7
2017,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.5,42,2.5
2017,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",19.4,19.3,0.1
2017,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",50.3,43.5,6.8
2017,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",21.4,21.2,0.2
2017,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.9,42.4,4.6
2017,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",22.9,22.5,0.4
2017,full-time,manufacturing,transport equipment,transport equipment,50.8,43.6,7.2
2017,part-time,manufacturing,transport equipment,transport equipment,20.8,20.8,-
2017,full-time,manufacturing,other manufacturing industries,other manufacturing industries,48.6,42.5,6.1
2017,part-time,manufacturing,other manufacturing industries,other manufacturing industries,18.6,18.6,0.1
2017,full-time,construction,construction,construction,50.9,44.2,6.7
2017,part-time,construction,construction,construction,20.1,20.1,-
2017,full-time,services,wholesale and retail trade,wholesale trade,43.6,42.1,1.5
2017,part-time,services,wholesale and retail trade,wholesale trade,24.7,24.4,0.3
2017,full-time,services,wholesale and retail trade,retail trade,45.5,43.5,2
2017,part-time,services,wholesale and retail trade,retail trade,25.8,25.6,0.3
2017,full-time,services,transportation and storage,land transport and supporting services,46.3,43.4,2.9
2017,part-time,services,transportation and storage,land transport and supporting services,22.1,22.1,0.1
2017,full-time,services,transportation and storage,water transport and supporting services,44.3,42.7,1.6
2017,part-time,services,transportation and storage,water transport and supporting services,22.7,22.6,0.1
2017,full-time,services,transportation and storage,air transport and supporting services,45.2,43.2,2
2017,part-time,services,transportation and storage,air transport and supporting services,23.1,23.1,-
2017,full-time,services,transportation and storage,other transport and storage services,47.2,43.5,3.7
2017,part-time,services,transportation and storage,other transport and storage services,22.9,22.5,0.4
2017,full-time,services,accommodation and food services,accommodation,46.4,43.9,2.5
2017,part-time,services,accommodation and food services,accommodation,23.1,22.7,0.4
2017,full-time,services,accommodation and food services,food and beverage services,46.7,44.2,2.5
2017,part-time,services,accommodation and food services,food and beverage services,26.3,25.9,0.5
2017,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.2,41.9,0.4
2017,part-time,services,information and communications,"telecommunications, broadcasting and publishing",24.6,24.5,0.1
2017,full-time,services,information and communications,it and other information services,41.5,41.2,0.3
2017,part-time,services,information and communications,it and other information services,22.7,22.6,-
2017,full-time,services,financial and insurance services,financial services,41.4,41.2,0.2
2017,part-time,services,financial and insurance services,financial services,25.7,25.6,0.1
2017,full-time,services,financial and insurance services,insurance services,40.4,40.2,0.2
2017,part-time,services,financial and insurance services,insurance services,21.6,21.4,0.3
2017,full-time,services,real estate services,real estate services,45.4,43.3,2.1
2017,part-time,services,real estate services,real estate services,28,27.8,0.2
2017,full-time,services,professional services,"legal, accounting and management services",41.4,41,0.4
2017,part-time,services,professional services,"legal, accounting and management services",27.3,27.2,0.1
2017,full-time,services,professional services,architectural and engineering services,46.3,42.9,3.4
2017,part-time,services,professional services,architectural and engineering services,23.3,22.9,0.4
2017,full-time,services,professional services,other professional services,42.5,41.7,0.8
2017,part-time,services,professional services,other professional services,21.4,21.4,-
2017,full-time,services,administrative and support services,security and investigation,55,44.3,10.7
2017,part-time,services,administrative and support services,security and investigation,32.7,29.3,3.4
2017,full-time,services,administrative and support services,cleaning and landscaping,46.5,43.9,2.7
2017,part-time,services,administrative and support services,cleaning and landscaping,27,26.2,0.8
2017,full-time,services,administrative and support services,other adminstrative and support services,45.5,42.8,2.7
2017,part-time,services,administrative and support services,other adminstrative and support services,17.5,17.2,0.3
2017,full-time,services,"community, social and personal services",public administration and education,42.2,42.1,0.1
2017,part-time,services,"community, social and personal services",public administration and education,22,21.9,0.1
2017,full-time,services,"community, social and personal services",health and social services,42.6,42.2,0.4
2017,part-time,services,"community, social and personal services",health and social services,24,23.8,0.2
2017,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.7,43.5,1.1
2017,part-time,services,"community, social and personal services","arts, entertainment and recreation",26,23.6,2.4
2017,full-time,services,"community, social and personal services","other community, social and personal services",44.3,43.2,1.2
2017,part-time,services,"community, social and personal services","other community, social and personal services",21.9,21.5,0.4
2017,full-time,others,others,others,45.8,42.9,3
2017,part-time,others,others,others,24.4,24.4,-
2018,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.7,43.7,4
2018,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",25.8,25.6,0.2
2018,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",48.5,43.3,5.2
2018,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",24.2,21.9,2.3
2018,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44.2,41.8,2.4
2018,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",19.2,19.2,0
2018,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",50,43.5,6.6
2018,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",24.3,24,0.3
2018,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",47.2,42.3,4.9
2018,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",24.7,24.4,0.3
2018,full-time,manufacturing,transport equipment,transport equipment,50.9,43.5,7.3
2018,part-time,manufacturing,transport equipment,transport equipment,23.5,23.4,0.1
2018,full-time,manufacturing,other manufacturing industries,other manufacturing industries,48.2,42.7,5.5
2018,part-time,manufacturing,other manufacturing industries,other manufacturing industries,21.4,21,0.4
2018,full-time,construction,construction,construction,50.5,44.1,6.5
2018,part-time,construction,construction,construction,21,20.9,0.1
2018,full-time,services,wholesale and retail trade,wholesale trade,43.6,42.1,1.4
2018,part-time,services,wholesale and retail trade,wholesale trade,27.5,27.2,0.4
2018,full-time,services,wholesale and retail trade,retail trade,45.5,43.4,2.1
2018,part-time,services,wholesale and retail trade,retail trade,25.3,24.9,0.4
2018,full-time,services,transportation and storage,land transport and supporting services,46.4,43.4,3
2018,part-time,services,transportation and storage,land transport and supporting services,23.3,23.2,0.1
2018,full-time,services,transportation and storage,water transport and supporting services,44.6,42.7,1.9
2018,part-time,services,transportation and storage,water transport and supporting services,23.7,23.1,0.6
2018,full-time,services,transportation and storage,air transport and supporting services,45,43.2,1.8
2018,part-time,services,transportation and storage,air transport and supporting services,28.1,28.1,0
2018,full-time,services,transportation and storage,other transport and storage services,47.1,43.6,3.6
2018,part-time,services,transportation and storage,other transport and storage services,27.2,26.7,0.4
2018,full-time,services,accommodation and food services,accommodation,46.2,43.8,2.4
2018,part-time,services,accommodation and food services,accommodation,21.7,21.5,0.2
2018,full-time,services,accommodation and food services,food and beverage services,46.3,44,2.3
2018,part-time,services,accommodation and food services,food and beverage services,25,24.5,0.5
2018,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.3,41.9,0.4
2018,part-time,services,information and communications,"telecommunications, broadcasting and publishing",23.7,23.6,0.1
2018,full-time,services,information and communications,it and other information services,41.8,41.4,0.4
2018,part-time,services,information and communications,it and other information services,26.3,26.2,0.1
2018,full-time,services,financial and insurance services,financial services,41.4,41.2,0.2
2018,part-time,services,financial and insurance services,financial services,26.2,26.1,0.1
2018,full-time,services,financial and insurance services,insurance services,40.2,40.1,0.1
2018,part-time,services,financial and insurance services,insurance services,22.9,22.5,0.5
2018,full-time,services,real estate services,real estate services,44.9,43.2,1.6
2018,part-time,services,real estate services,real estate services,24.8,24.6,0.2
2018,full-time,services,professional services,"legal, accounting and management services",41.3,41,0.3
2018,part-time,services,professional services,"legal, accounting and management services",25.5,25.4,0
2018,full-time,services,professional services,architectural and engineering services,46.2,42.9,3.3
2018,part-time,services,professional services,architectural and engineering services,22.2,21.8,0.4
2018,full-time,services,professional services,other professional services,42.1,41.4,0.7
2018,part-time,services,professional services,other professional services,18.1,18,0.1
2018,full-time,services,administrative and support services,security and investigation,55.4,44.2,11.2
2018,part-time,services,administrative and support services,security and investigation,31.2,28.1,3.2
2018,full-time,services,administrative and support services,cleaning and landscaping,46.8,43.7,3
2018,part-time,services,administrative and support services,cleaning and landscaping,25.6,25.4,0.3
2018,full-time,services,administrative and support services,other adminstrative and support services,44.6,42.6,2
2018,part-time,services,administrative and support services,other adminstrative and support services,28.9,28.5,0.3
2018,full-time,services,"community, social and personal services",public administration and education,42.2,42.1,0.1
2018,part-time,services,"community, social and personal services",public administration and education,20.3,20.2,0.1
2018,full-time,services,"community, social and personal services",health and social services,42.7,42.3,0.4
2018,part-time,services,"community, social and personal services",health and social services,24.2,24,0.2
2018,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.9,43.6,1.3
2018,part-time,services,"community, social and personal services","arts, entertainment and recreation",26.1,24.1,2
2018,full-time,services,"community, social and personal services","other community, social and personal services",44.4,43,1.3
2018,part-time,services,"community, social and personal services","other community, social and personal services",24.1,23.9,0.2
2018,full-time,others,others,others,45.8,43,2.9
2018,part-time,others,others,others,24.8,24.8,-
2019,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",47.1,43.5,3.6
2019,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",26.7,26.6,0.2
2019,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",47.8,43.4,4.4
2019,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",23.3,22.8,0.5
2019,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",44,41.7,2.3
2019,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",17.8,17.7,0.1
2019,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",49.6,43.3,6.3
2019,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",23.7,23,0.7
2019,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.3,42.3,4
2019,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",27,25.9,1.1
2019,full-time,manufacturing,transport equipment,transport equipment,50.9,43.6,7.3
2019,part-time,manufacturing,transport equipment,transport equipment,22.4,22.3,0.1
2019,full-time,manufacturing,other manufacturing industries,other manufacturing industries,47.6,42.6,5
2019,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.9,20.5,0.4
2019,full-time,construction,construction,construction,50.2,44.1,6.1
2019,part-time,construction,construction,construction,20.6,20.6,0.1
2019,full-time,services,wholesale and retail trade,wholesale trade,43.6,42.3,1.4
2019,part-time,services,wholesale and retail trade,wholesale trade,26.3,25.8,0.5
2019,full-time,services,wholesale and retail trade,retail trade,45.4,43.4,2
2019,part-time,services,wholesale and retail trade,retail trade,24.9,24.5,0.4
2019,full-time,services,transportation and storage,land transport and supporting services,47.1,43.3,3.8
2019,part-time,services,transportation and storage,land transport and supporting services,24.2,23.4,0.8
2019,full-time,services,transportation and storage,water transport and supporting services,44.8,42.6,2.2
2019,part-time,services,transportation and storage,water transport and supporting services,24.6,24.6,0
2019,full-time,services,transportation and storage,air transport and supporting services,44.6,43.2,1.4
2019,part-time,services,transportation and storage,air transport and supporting services,25.3,25.2,0
2019,full-time,services,transportation and storage,other transport and storage services,46.6,43.5,3.1
2019,part-time,services,transportation and storage,other transport and storage services,23.7,23.2,0.5
2019,full-time,services,accommodation and food services,accommodation,46.3,43.9,2.4
2019,part-time,services,accommodation and food services,accommodation,20.8,20.6,0.2
2019,full-time,services,accommodation and food services,food and beverage services,46.2,43.9,2.3
2019,part-time,services,accommodation and food services,food and beverage services,25.5,24.9,0.5
2019,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.3,42,0.3
2019,part-time,services,information and communications,"telecommunications, broadcasting and publishing",24.1,24,0
2019,full-time,services,information and communications,it and other information services,41.7,41.4,0.3
2019,part-time,services,information and communications,it and other information services,27.8,27.5,0.3
2019,full-time,services,financial and insurance services,financial services,41.9,41.4,0.5
2019,part-time,services,financial and insurance services,financial services,24.4,24.2,0.2
2019,full-time,services,financial and insurance services,insurance services,40.3,40.2,0.1
2019,part-time,services,financial and insurance services,insurance services,25.2,24.9,0.3
2019,full-time,services,real estate services,real estate services,44.8,43.1,1.7
2019,part-time,services,real estate services,real estate services,26.5,26.2,0.3
2019,full-time,services,professional services,"legal, accounting and management services",41.2,40.9,0.3
2019,part-time,services,professional services,"legal, accounting and management services",21.4,21.4,0.1
2019,full-time,services,professional services,architectural and engineering services,46.2,42.8,3.4
2019,part-time,services,professional services,architectural and engineering services,22.7,22.4,0.3
2019,full-time,services,professional services,other professional services,42.2,41.5,0.6
2019,part-time,services,professional services,other professional services,24.9,24.8,0
2019,full-time,services,administrative and support services,security and investigation,55.3,43.9,11.5
2019,part-time,services,administrative and support services,security and investigation,32.3,28.8,3.4
2019,full-time,services,administrative and support services,cleaning and landscaping,46.7,43.8,2.9
2019,part-time,services,administrative and support services,cleaning and landscaping,25,24.7,0.2
2019,full-time,services,administrative and support services,other adminstrative and support services,44.9,42.8,2.1
2019,part-time,services,administrative and support services,other adminstrative and support services,23.8,23.7,0.1
2019,full-time,services,"community, social and personal services",public administration and education,42.2,42.1,0.1
2019,part-time,services,"community, social and personal services",public administration and education,20.3,20.3,0.1
2019,full-time,services,"community, social and personal services",health and social services,42.7,42.2,0.5
2019,part-time,services,"community, social and personal services",health and social services,25.8,25.6,0.2
2019,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.9,43.7,1.2
2019,part-time,services,"community, social and personal services","arts, entertainment and recreation",24.4,23.8,0.6
2019,full-time,services,"community, social and personal services","other community, social and personal services",44.3,43,1.3
2019,part-time,services,"community, social and personal services","other community, social and personal services",25.3,25.1,0.2
2019,full-time,others,others,others,45.5,42.9,2.6
2019,part-time,others,others,others,24.7,24.7,0
2020,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",46.7,43.7,3.1
2020,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",29.4,29.3,0.1
2020,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",47.6,43.6,4
2020,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",24.8,24.2,0.6
2020,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",43.8,41.5,2.2
2020,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",21.2,21.2,0
2020,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",48.3,43.3,5
2020,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",21.6,21.1,0.5
2020,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",46.8,42.4,4.5
2020,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",24.8,24.4,0.4
2020,full-time,manufacturing,transport equipment,transport equipment,48,43.5,4.5
2020,part-time,manufacturing,transport equipment,transport equipment,21.4,21.3,0
2020,full-time,manufacturing,other manufacturing industries,other manufacturing industries,47,42.2,4.8
2020,part-time,manufacturing,other manufacturing industries,other manufacturing industries,20.1,20,0.1
2020,full-time,construction,construction,construction,48.3,44,4.3
2020,part-time,construction,construction,construction,24.1,23.4,0.7
2020,full-time,services,wholesale and retail trade,wholesale trade,43.7,42.4,1.3
2020,part-time,services,wholesale and retail trade,wholesale trade,23.6,23.2,0.4
2020,full-time,services,wholesale and retail trade,retail trade,44.9,43.4,1.5
2020,part-time,services,wholesale and retail trade,retail trade,26.7,25.2,1.5
2020,full-time,services,transportation and storage,land transport and supporting services,47.4,43.5,3.9
2020,part-time,services,transportation and storage,land transport and supporting services,21.9,21.6,0.3
2020,full-time,services,transportation and storage,water transport and supporting services,44.7,42.7,2
2020,part-time,services,transportation and storage,water transport and supporting services,20,20,0
2020,full-time,services,transportation and storage,air transport and supporting services,42.7,42.2,0.5
2020,part-time,services,transportation and storage,air transport and supporting services,22.3,22.3,0
2020,full-time,services,transportation and storage,other transport and storage services,46.2,43.5,2.7
2020,part-time,services,transportation and storage,other transport and storage services,23.9,23.4,0.5
2020,full-time,services,accommodation and food services,accommodation,44.5,43.8,0.7
2020,part-time,services,accommodation and food services,accommodation,25.8,25.8,0
2020,full-time,services,accommodation and food services,food and beverage services,45.8,43.9,1.8
2020,part-time,services,accommodation and food services,food and beverage services,25.2,24.9,0.3
2020,full-time,services,information and communications,"telecommunications, broadcasting and publishing",42.2,41.9,0.3
2020,part-time,services,information and communications,"telecommunications, broadcasting and publishing",22.6,22.6,0
2020,full-time,services,information and communications,it and other information services,41.4,41.2,0.2
2020,part-time,services,information and communications,it and other information services,23.8,23.8,0
2020,full-time,services,financial and insurance services,financial services,41.5,41.4,0.2
2020,part-time,services,financial and insurance services,financial services,24.5,24.4,0.2
2020,full-time,services,financial and insurance services,insurance services,40.3,40.2,0.1
2020,part-time,services,financial and insurance services,insurance services,22,21.9,0.2
2020,full-time,services,real estate services,real estate services,44.1,43,1.1
2020,part-time,services,real estate services,real estate services,25.4,25.2,0.2
2020,full-time,services,professional services,"legal, accounting and management services",41.1,40.9,0.2
